"Date","White Ball 1","White Ball 2","White Ball 3","White Ball 4","White Ball 5","Powerball","White Ball Sum","White Ball Mean","Jackpot (Annuity)","Day Of Week","Ascendant Sign","Ascendant Deg","Moon Illum %","Moon Phase","Moon Nakshatra","Moon Nakshatra (ML)","Nakshatra No","Pada","Sun Sign","Sun Deg","Sun House","Sun Dignity","Moon Sign","Moon Deg","Moon House","Moon Dignity","Mercury Sign","Mercury Deg","Mercury House","Mercury Dignity","Venus Sign","Venus Deg","Venus House","Venus Dignity","Mars Sign","Mars Deg","Mars House","Mars Dignity","Jupiter Sign","Jupiter Deg","Jupiter House","Jupiter Dignity","Saturn Sign","Saturn Deg","Saturn House","Saturn Dignity","Rahu Sign","Rahu Deg","Rahu House","Rahu Dignity"
"2018-03-10","43","44","54","61","69","22","271","54.2","","Saturday","Libra","23","34","Waning","Purva Ashadha","പൂരാടം","20","1","Aquarius","26","5","","Sagittarius","15","3","","Pisces","14","6","DEBILITATED","Pisces","11","6","EXALTED","Sagittarius","2","3","","Libra","29","1","","Sagittarius","14","3","","Cancer","20","10",""
"2018-03-07","6","13","19","36","51","18","125","25.0","","Wednesday","Libra","20","63","Waning","Anuradha","അനിഴം","17","2","Aquarius","23","5","","Scorpio","9","2","DEBILITATED","Pisces","9","6","DEBILITATED","Pisces","7","6","EXALTED","Sagittarius","0","3","","Libra","29","1","","Sagittarius","14","3","","Cancer","20","10",""
"2018-03-03","13","17","25","36","40","5","131","26.2","","Saturday","Libra","17","94","Waning","Hasta","അത്തം","13","3","Aquarius","19","5","","Virgo","17","12","","Pisces","2","6","DEBILITATED","Pisces","2","6","EXALTED","Scorpio","28","2","","Libra","29","1","","Sagittarius","13","3","","Cancer","21","10",""
"2018-02-28","12","30","59","65","69","16","235","47.0","","Wednesday","Libra","14","99","Waxing","Magha","മകം","10","2","Aquarius","16","5","","Leo","5","11","","Aquarius","26","5","","Aquarius","29","5","","Scorpio","26","2","","Libra","29","1","","Sagittarius","13","3","","Cancer","21","10",""
"2018-02-24","24","25","38","62","63","6","212","42.4","","Saturday","Libra","11","70","Waxing","Mrigashira","മകയിരം","5","4","Aquarius","12","5","","Gemini","6","9","","Aquarius","19","5","","Aquarius","24","5","","Scorpio","24","2","","Libra","29","1","","Sagittarius","13","3","","Cancer","21","10",""
"2018-02-21","7","15","31","34","36","8","123","24.6","","Wednesday","Libra","8","37","Waxing","Bharani","ഭരണി","2","4","Aquarius","9","5","","Aries","24","7","","Aquarius","13","5","","Aquarius","20","5","","Scorpio","22","2","","Libra","29","1","","Sagittarius","13","3","","Cancer","21","10",""
"2018-02-17","13","26","39","44","62","2","184","36.8","","Saturday","Libra","5","5","Waxing","Purva Bhadrapada","പൂരുരുട്ടാതി","25","4","Aquarius","5","5","","Pisces","2","6","","Aquarius","6","5","","Aquarius","15","5","","Scorpio","20","2","","Libra","29","1","","Sagittarius","12","3","","Cancer","21","10",""
"2018-02-14","37","39","44","46","69","26","235","47.0","","Wednesday","Libra","3","0","Waning","Dhanishta","അവിട്ടം","23","1","Aquarius","2","5","","Capricorn","24","4","","Aquarius","0","5","","Aquarius","11","5","","Scorpio","18","2","","Libra","28","1","","Sagittarius","12","3","","Cancer","21","10",""
"2018-02-10","1","13","27","41","59","20","141","28.2","","Saturday","Virgo","29","19","Waning","Mula","മൂലം","19","3","Capricorn","28","5","","Sagittarius","7","4","","Capricorn","23","5","","Aquarius","6","6","","Scorpio","15","3","","Libra","28","2","","Sagittarius","12","4","","Cancer","21","11",""
"2018-02-07","23","34","35","40","47","10","179","35.8","","Wednesday","Virgo","27","45","Waning","Vishakha","വിശാഖം","16","4","Capricorn","25","5","","Scorpio","1","3","DEBILITATED","Capricorn","18","5","","Aquarius","2","6","","Scorpio","14","3","","Libra","28","2","","Sagittarius","11","4","","Cancer","21","11",""
"2018-02-03","15","23","27","48","53","6","166","33.2","","Saturday","Virgo","23","83","Waning","Uttara Phalguni","ഉത്രം","12","4","Capricorn","21","5","","Virgo","9","1","","Capricorn","12","5","","Capricorn","27","5","","Scorpio","11","3","","Libra","27","2","","Sagittarius","11","4","","Cancer","21","11",""
"2018-01-31","4","7","14","46","59","22","130","26.0","","Wednesday","Virgo","21","99","Waning","Ashlesha","ആയില്യം","9","3","Capricorn","18","5","","Cancer","27","11","","Capricorn","7","5","","Capricorn","24","5","","Scorpio","9","3","","Libra","27","2","","Sagittarius","11","4","","Cancer","21","11",""
"2018-01-27","17","21","26","47","54","7","165","33.0","","Saturday","Virgo","17","84","Waxing","Mrigashira","മകയിരം","5","1","Capricorn","14","5","","Taurus","27","9","EXALTED","Capricorn","1","5","","Capricorn","19","5","","Scorpio","7","3","","Libra","27","2","","Sagittarius","10","4","","Cancer","21","11",""
"2018-01-24","5","9","11","33","64","21","122","24.4","","Wednesday","Virgo","15","53","Waxing","Bharani","ഭരണി","2","1","Capricorn","11","5","","Aries","14","8","","Sagittarius","26","4","","Capricorn","15","5","","Scorpio","5","3","","Libra","26","2","","Sagittarius","10","4","","Cancer","21","11",""
"2018-01-20","26","28","47","49","58","3","208","41.6","","Saturday","Virgo","11","15","Waxing","Purva Bhadrapada","പൂരുരുട്ടാതി","25","1","Capricorn","7","5","","Aquarius","22","6","","Sagittarius","20","4","","Capricorn","10","5","","Scorpio","3","3","","Libra","26","2","","Sagittarius","10","4","","Cancer","21","11",""
"2018-01-17","3","33","37","51","57","21","181","36.2","","Wednesday","Virgo","9","1","Waxing","Shravana","തിരുവോണം","22","2","Capricorn","4","5","","Capricorn","16","5","","Sagittarius","16","4","","Capricorn","6","5","","Scorpio","1","3","","Libra","25","2","","Sagittarius","9","4","","Cancer","21","11",""
"2018-01-13","14","25","35","58","69","24","201","40.2","","Saturday","Virgo","5","8","Waning","Jyeshtha","തൃക്കേട്ട","18","4","Capricorn","0","4","","Scorpio","28","3","DEBILITATED","Sagittarius","10","4","","Capricorn","1","5","","Libra","28","2","","Libra","25","2","","Sagittarius","9","4","","Cancer","21","11",""
"2018-01-10","7","24","33","49","50","4","163","32.6","","Wednesday","Virgo","3","29","Waning","Vishakha","വിശാഖം","16","1","Sagittarius","27","4","","Libra","22","2","","Sagittarius","6","4","","Sagittarius","27","4","","Libra","26","2","","Libra","24","2","","Sagittarius","8","4","","Cancer","21","11",""
"2018-01-06","12","29","30","33","61","26","165","33.0","$559,700,000","Saturday","Leo","29","68","Waning","Uttara Phalguni","ഉത്രം","12","2","Sagittarius","23","5","","Virgo","1","2","","Sagittarius","1","5","","Sagittarius","22","5","","Libra","24","3","","Libra","24","3","","Sagittarius","8","5","","Cancer","21","12",""
"2018-01-03","2","18","37","39","42","12","138","27.6","","Wednesday","Leo","27","94","Waning","Ashlesha","ആയില്യം","9","1","Sagittarius","20","5","","Cancer","19","12","","Scorpio","27","4","","Sagittarius","18","5","","Libra","22","3","","Libra","23","3","","Sagittarius","8","5","","Cancer","21","12",""
"2017-12-30","28","36","41","51","58","24","214","42.8","","Saturday","Leo","23","94","Waxing","Rohini","രോഹിണി","4","3","Sagittarius","16","5","","Taurus","18","10","EXALTED","Scorpio","23","4","","Sagittarius","13","5","","Libra","20","3","","Libra","23","3","","Sagittarius","7","5","","Cancer","21","12",""
"2017-12-20","1","20","61","64","69","20","215","43.0","","Wednesday","Leo","15","7","Waxing","Uttara Ashadha","ഉത്രാടം","21","3","Sagittarius","5","5","","Capricorn","7","6","","Scorpio","19","4","","Sagittarius","1","5","","Libra","13","3","","Libra","21","3","","Sagittarius","6","5","","Cancer","22","12",""
"2017-12-16","9","35","37","50","63","11","194","38.8","","Saturday","Leo","11","1","Waning","Jyeshtha","തൃക്കേട്ട","18","1","Sagittarius","1","5","","Scorpio","19","4","DEBILITATED","Scorpio","22","4","","Scorpio","26","4","","Libra","11","3","","Libra","20","3","","Sagittarius","6","5","","Cancer","22","12",""
"2017-12-13","2","24","28","51","58","7","163","32.6","","Wednesday","Leo","9","15","Waning","Swati","ചോതി","15","2","Scorpio","28","4","","Libra","13","3","","Scorpio","26","4","","Scorpio","22","4","","Libra","9","3","","Libra","20","3","","Sagittarius","5","5","","Cancer","23","12",""
"2017-12-09","25","36","37","55","60","6","213","42.6","","Saturday","Leo","6","52","Waning","Purva Phalguni","പൂരം","11","3","Scorpio","24","4","","Leo","22","1","","Sagittarius","1","5","","Scorpio","17","4","","Libra","6","3","","Libra","19","3","","Sagittarius","5","5","","Cancer","23","12",""
"2017-12-06","19","20","50","55","62","9","206","41.2","","Wednesday","Leo","3","83","Waning","Pushya","പൂയ്യം","8","3","Scorpio","21","4","","Cancer","10","12","","Sagittarius","4","5","","Scorpio","13","4","","Libra","5","3","","Libra","18","3","","Sagittarius","4","5","","Cancer","23","12",""
"2017-12-02","28","30","32","36","58","6","184","36.8","","Saturday","Leo","0","99","Waxing","Rohini","രോഹിണി","4","1","Scorpio","17","5","","Taurus","10","11","EXALTED","Sagittarius","5","6","","Scorpio","8","5","","Libra","2","4","","Libra","17","4","","Sagittarius","4","6","","Cancer","23","1",""
"2017-11-29","24","26","28","59","63","16","200","40.0","","Wednesday","Cancer","27","83","Waxing","Revati","രേവതി","27","3","Scorpio","14","5","","Pisces","26","9","","Sagittarius","4","6","","Scorpio","4","5","","Libra","0","4","","Libra","17","4","","Sagittarius","4","6","","Cancer","24","1",""
"2017-11-25","8","13","27","53","54","4","155","31.0","","Saturday","Cancer","24","45","Waxing","Dhanishta","അവിട്ടം","23","4","Scorpio","10","5","","Aquarius","4","8","","Sagittarius","2","6","","Libra","29","4","","Virgo","28","3","","Libra","16","4","","Sagittarius","3","6","","Cancer","24","1",""
"2017-11-22","35","37","46","51","61","13","230","46.0","","Wednesday","Cancer","21","19","Waxing","Uttara Ashadha","ഉത്രാടം","21","1","Scorpio","7","5","","Sagittarius","28","6","","Scorpio","29","5","","Libra","26","4","","Virgo","26","3","","Libra","15","4","","Sagittarius","3","6","","Cancer","24","1",""
"2017-11-18","17","28","31","32","39","26","147","29.4","","Saturday","Cancer","18","1","Waxing","Anuradha","അനിഴം","17","3","Scorpio","3","5","","Scorpio","10","5","DEBILITATED","Scorpio","24","5","","Libra","21","4","","Virgo","23","3","","Libra","14","4","","Sagittarius","2","6","","Cancer","25","1",""
"2017-11-15","23","32","44","48","50","25","197","39.4","","Wednesday","Cancer","16","5","Waning","Chitra","ചിത്തിര","14","4","Scorpio","0","4","","Libra","4","4","","Scorpio","20","5","","Libra","17","4","","Virgo","21","3","","Libra","14","4","","Sagittarius","2","6","","Cancer","25","1",""
"2017-11-11","4","6","16","30","56","18","112","22.4","","Saturday","Cancer","12","36","Waning","Magha","മകം","10","4","Libra","26","4","DEBILITATED","Leo","12","2","","Scorpio","15","5","","Libra","12","4","","Virgo","19","3","","Libra","13","4","","Sagittarius","2","6","","Cancer","26","1",""
"2017-11-08","12","14","20","21","34","22","101","20.2","","Wednesday","Cancer","10","69","Waning","Punarvasu","പുണർതം","7","4","Libra","23","4","DEBILITATED","Cancer","1","1","","Scorpio","11","5","","Libra","8","4","","Virgo","17","3","","Libra","12","4","","Sagittarius","1","6","","Cancer","26","1",""
"2017-11-04","12","14","26","48","51","13","151","30.2","","Saturday","Gemini","24","99","Waning","Krittika","കാർത്തിക","3","2","Libra","19","5","DEBILITATED","Taurus","1","12","EXALTED","Scorpio","5","6","","Libra","3","5","","Virgo","14","4","","Libra","11","5","","Sagittarius","1","7","","Cancer","26","2",""
"2017-11-01","3","6","19","26","44","1","98","19.6","","Wednesday","Gemini","21","94","Waxing","Revati","രേവതി","27","1","Libra","16","5","DEBILITATED","Pisces","18","10","","Scorpio","0","6","","Virgo","29","4","DEBILITATED","Virgo","12","4","","Libra","11","5","","Sagittarius","1","7","","Cancer","27","2",""
"2017-10-28","27","35","38","57","66","10","223","44.6","","Saturday","Gemini","18","62","Waxing","Dhanishta","അവിട്ടം","23","1","Libra","12","5","DEBILITATED","Capricorn","25","8","","Libra","24","5","","Virgo","24","4","DEBILITATED","Virgo","10","4","","Libra","10","5","","Sagittarius","0","7","","Cancer","27","2",""
"2017-10-25","18","22","29","54","57","8","180","36.0","$191,100,000","Wednesday","Gemini","15","33","Waxing","Purva Ashadha","പൂരാടം","20","2","Libra","9","5","DEBILITATED","Sagittarius","19","7","","Libra","20","5","","Virgo","20","4","DEBILITATED","Virgo","8","4","","Libra","9","5","","Sagittarius","0","6","","Cancer","27","2",""
"2017-10-21","14","41","42","45","69","4","211","42.2","","Saturday","Gemini","12","5","Waxing","Vishakha","വിശാഖം","16","4","Libra","5","5","DEBILITATED","Scorpio","1","6","DEBILITATED","Libra","14","5","","Virgo","15","4","DEBILITATED","Virgo","5","4","","Libra","8","5","","Sagittarius","0","6","","Cancer","28","2",""
"2017-10-18","30","49","54","66","69","8","268","53.6","","Wednesday","Gemini","9","1","Waning","Chitra","ചിത്തിര","14","1","Libra","2","5","DEBILITATED","Virgo","24","4","","Libra","9","5","","Virgo","12","4","DEBILITATED","Virgo","4","4","","Libra","8","5","","Scorpio","29","6","","Cancer","28","2",""
"2017-10-14","32","37","56","66","69","11","260","52.0","","Saturday","Gemini","5","23","Waning","Magha","മകം","10","1","Virgo","28","4","","Leo","1","3","","Libra","2","5","","Virgo","7","4","DEBILITATED","Virgo","1","4","","Libra","7","5","","Scorpio","29","6","","Cancer","28","2",""
"2017-10-11","1","3","13","19","69","23","105","21.0","","Wednesday","Gemini","3","55","Waning","Ardra","തിരുവാതിര","6","4","Virgo","25","4","","Gemini","20","1","","Virgo","27","4","EXALTED","Virgo","3","4","DEBILITATED","Leo","29","3","","Libra","6","5","","Scorpio","29","6","","Cancer","28","2",""
"2017-10-07","10","49","61","63","65","7","248","49.6","","Saturday","Taurus","29","93","Waning","Bharani","ഭരണി","2","3","Virgo","21","5","","Aries","22","12","","Virgo","20","5","EXALTED","Leo","28","4","","Leo","27","4","","Libra","5","6","","Scorpio","29","7","","Cancer","29","3",""
"2017-10-04","22","23","62","63","66","24","236","47.2","","Wednesday","Taurus","26","99","Waxing","Uttara Bhadrapada","ഉത്രട്ടാതി","26","2","Virgo","18","5","","Pisces","10","11","","Virgo","15","5","EXALTED","Leo","24","4","","Leo","25","4","","Libra","5","6","","Scorpio","28","7","","Cancer","29","3",""
"2017-09-30","8","12","25","41","64","15","150","30.0","","Saturday","Taurus","22","78","Waxing","Shravana","തിരുവോണം","22","3","Virgo","14","5","","Capricorn","17","9","","Virgo","8","5","EXALTED","Leo","19","4","","Leo","22","4","","Libra","4","6","","Scorpio","28","7","","Cancer","29","3",""
"2017-09-27","8","10","21","23","25","22","87","17.4","","Wednesday","Taurus","19","50","Waxing","Mula","മൂലം","19","4","Virgo","11","5","","Sagittarius","11","8","","Virgo","2","5","EXALTED","Leo","16","4","","Leo","20","4","","Libra","3","6","","Scorpio","28","7","","Cancer","29","3",""
"2017-09-23","24","45","55","56","57","19","237","47.4","","Saturday","Taurus","15","16","Waxing","Vishakha","വിശാഖം","16","1","Virgo","7","5","","Libra","23","6","","Leo","25","4","","Leo","11","4","","Leo","18","4","","Libra","2","6","","Scorpio","28","7","","Cancer","29","3",""
"2017-09-20","39","48","53","67","68","26","275","55.0","","Wednesday","Taurus","12","1","Waxing","Hasta","അത്തം","13","2","Virgo","4","5","","Virgo","15","5","","Leo","20","4","","Leo","7","4","","Leo","16","4","","Libra","2","6","","Scorpio","28","7","","Leo","0","3",""
"2017-09-16","17","18","24","25","31","24","115","23.0","$133,200,000","Saturday","Taurus","8","11","Waning","Ashlesha","ആയില്യം","9","2","Virgo","0","5","","Cancer","21","3","","Leo","14","4","","Leo","2","4","","Leo","13","4","","Libra","1","6","","Scorpio","27","7","","Leo","0","3",""
"2017-09-13","17","24","35","57","63","19","196","39.2","","Wednesday","Taurus","4","40","Waning","Ardra","തിരുവാതിര","6","1","Leo","27","4","","Gemini","9","2","","Leo","10","4","","Cancer","29","3","","Leo","11","4","","Libra","0","6","","Scorpio","27","7","","Leo","0","3",""
"2017-09-09","6","20","29","57","59","22","171","34.2","","Saturday","Taurus","0","83","Waning","Ashwini","അശ്വതി","1","4","Leo","24","5","","Aries","12","1","","Leo","6","5","","Cancer","24","4","","Leo","9","5","","Libra","0","6","","Scorpio","27","8","","Leo","0","4",""
"2017-09-06","8","14","32","58","67","17","179","35.8","","Wednesday","Aries","26","99","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","4","Leo","21","5","","Pisces","1","12","","Leo","5","5","","Cancer","20","4","","Leo","7","5","","Virgo","29","6","","Scorpio","27","8","","Leo","0","5",""
"2017-09-02","6","21","41","52","62","26","182","36.4","","Saturday","Aries","22","90","Waxing","Uttara Ashadha","ഉത്രാടം","21","4","Leo","17","5","","Capricorn","9","10","","Leo","5","5","","Cancer","15","4","","Leo","4","5","","Virgo","28","6","","Scorpio","27","8","","Leo","0","5",""
"2017-08-30","19","28","43","67","69","7","226","45.2","","Wednesday","Aries","18","67","Waxing","Mula","മൂലം","19","1","Leo","14","5","","Sagittarius","3","9","","Leo","6","5","","Cancer","12","4","","Leo","3","5","","Virgo","28","6","","Scorpio","27","8","","Leo","0","5",""
"2017-08-26","7","15","32","38","66","15","158","31.6","","Saturday","Aries","13","29","Waxing","Swati","ചോതി","15","3","Leo","10","5","","Libra","15","7","","Leo","9","5","","Cancer","7","4","","Leo","0","5","","Virgo","27","6","","Scorpio","27","8","","Leo","0","5",""
"2017-08-23","6","7","16","23","26","4","78","15.6","$758,700,000","Wednesday","Aries","9","7","Waxing","Uttara Phalguni","ഉത്രം","12","4","Leo","7","5","","Virgo","7","6","","Leo","12","5","","Cancer","3","4","","Cancer","28","4","DEBILITATED","Virgo","26","6","","Scorpio","27","8","","Leo","0","5",""
"2017-08-19","17","19","39","43","68","13","186","37.2","","Saturday","Aries","4","4","Waning","Pushya","പൂയ്യം","8","3","Leo","3","5","","Cancer","11","4","","Leo","15","5","","Gemini","29","3","","Cancer","26","4","DEBILITATED","Virgo","26","6","","Scorpio","27","8","","Leo","0","5",""
"2017-08-16","9","15","43","60","64","4","191","38.2","","Wednesday","Pisces","29","27","Waning","Mrigashira","മകയിരം","5","2","Leo","0","6","","Taurus","28","3","EXALTED","Leo","17","6","","Gemini","25","4","","Cancer","24","5","DEBILITATED","Virgo","25","7","","Scorpio","27","9","","Leo","0","6",""
"2017-08-12","20","24","26","35","49","19","154","30.8","","Saturday","Pisces","24","71","Waning","Ashwini","അശ്വതി","1","1","Cancer","26","5","","Aries","2","2","","Leo","18","6","","Gemini","20","4","","Cancer","21","5","DEBILITATED","Virgo","25","7","","Scorpio","27","9","","Leo","0","6",""
"2017-08-09","12","30","36","47","62","9","187","37.4","","Wednesday","Pisces","20","94","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","1","Cancer","24","5","","Aquarius","21","12","","Leo","17","6","","Gemini","17","4","","Cancer","19","5","DEBILITATED","Virgo","24","7","","Scorpio","27","9","","Leo","0","6",""
"2017-08-05","11","21","28","33","45","11","138","27.6","","Saturday","Pisces","14","97","Waxing","Uttara Ashadha","ഉത്രാടം","21","2","Cancer","20","5","","Capricorn","1","11","","Leo","16","6","","Gemini","12","4","","Cancer","17","5","DEBILITATED","Virgo","24","7","","Scorpio","27","9","","Leo","0","6",""
"2017-08-02","1","16","54","63","69","18","203","40.6","","Wednesday","Pisces","10","81","Waxing","Jyeshtha","തൃക്കേട്ട","18","3","Cancer","17","5","","Scorpio","25","9","DEBILITATED","Leo","14","6","","Gemini","9","4","","Cancer","15","5","DEBILITATED","Virgo","23","7","","Scorpio","27","9","","Leo","0","6",""
"2017-07-29","1","28","40","45","48","12","162","32.4","","Saturday","Pisces","4","45","Waxing","Swati","ചോതി","15","1","Cancer","13","5","","Libra","7","8","","Leo","10","6","","Gemini","4","4","","Cancer","12","5","DEBILITATED","Virgo","23","7","","Scorpio","28","9","","Leo","0","6",""
"2017-07-26","7","19","21","42","69","12","158","31.6","","Wednesday","Pisces","0","17","Waxing","Uttara Phalguni","ഉത്രം","12","1","Cancer","10","6","","Leo","29","7","","Leo","7","7","","Gemini","1","5","","Cancer","10","6","DEBILITATED","Virgo","22","8","","Scorpio","28","10","","Leo","0","7",""
"2017-07-22","5","32","44","53","60","9","194","38.8","","Saturday","Aquarius","24","0","Waning","Punarvasu","പുണർതം","7","4","Cancer","6","6","","Cancer","2","6","","Leo","2","7","","Taurus","26","4","","Cancer","8","6","DEBILITATED","Virgo","22","8","","Scorpio","28","10","","Leo","0","7",""
"2017-07-19","50","51","59","61","63","4","284","56.8","","Wednesday","Aquarius","20","15","Waning","Rohini","രോഹിണി","4","3","Cancer","4","6","","Taurus","18","4","EXALTED","Cancer","29","6","","Taurus","23","4","","Cancer","6","6","DEBILITATED","Virgo","21","8","","Scorpio","28","10","","Leo","0","7",""
"2017-07-15","9","40","63","64","66","17","242","48.4","","Saturday","Aquarius","14","58","Waning","Revati","രേവതി","27","2","Cancer","0","5","","Pisces","21","2","","Cancer","23","6","","Taurus","18","4","","Cancer","3","6","DEBILITATED","Virgo","21","8","","Scorpio","28","10","","Leo","0","7",""
"2017-07-12","1","2","18","23","61","9","105","21.0","","Wednesday","Aquarius","10","85","Waning","Shatabhisha","ചതയം","24","2","Gemini","27","5","","Aquarius","12","1","","Cancer","18","6","","Taurus","15","4","","Cancer","1","6","DEBILITATED","Virgo","21","8","","Scorpio","28","10","","Leo","0","7",""
"2017-07-08","8","10","29","40","59","26","146","29.2","","Saturday","Aquarius","5","100","Waxing","Purva Ashadha","പൂരാടം","20","3","Gemini","23","5","","Sagittarius","22","11","","Cancer","11","6","","Taurus","10","4","","Gemini","29","5","","Virgo","20","8","","Scorpio","29","10","","Leo","1","7",""
"2017-07-05","4","9","16","54","68","21","151","30.2","","Wednesday","Aquarius","1","92","Waxing","Jyeshtha","തൃക്കേട്ട","18","1","Gemini","20","5","","Scorpio","17","10","DEBILITATED","Cancer","6","6","","Taurus","7","4","","Gemini","27","5","","Virgo","20","8","","Scorpio","29","10","","Leo","1","7",""
"2017-07-01","19","42","45","48","53","16","207","41.4","","Saturday","Capricorn","26","61","Waxing","Chitra","ചിത്തിര","14","2","Gemini","16","6","","Virgo","29","9","","Gemini","28","6","","Taurus","3","5","","Gemini","24","6","","Virgo","20","9","","Scorpio","29","11","","Leo","1","8",""
"2017-06-28","29","37","46","53","68","8","233","46.6","","Wednesday","Capricorn","22","31","Waxing","Purva Phalguni","പൂരം","11","3","Gemini","13","6","","Leo","21","8","","Gemini","22","6","","Taurus","0","4","","Gemini","22","6","","Virgo","20","9","","Scorpio","29","11","","Leo","1","8",""
"2017-06-24","10","22","32","36","58","10","158","31.6","","Saturday","Capricorn","17","2","Waxing","Punarvasu","പുണർതം","7","2","Gemini","10","6","","Gemini","24","6","","Gemini","14","6","","Aries","25","4","","Gemini","19","6","","Virgo","19","9","","Sagittarius","0","11","","Leo","1","8",""
"2017-06-21","14","46","61","65","68","13","254","50.8","","Wednesday","Capricorn","13","6","Waning","Krittika","കാർത്തിക","3","4","Gemini","7","6","","Taurus","9","5","EXALTED","Gemini","7","6","","Aries","22","4","","Gemini","17","6","","Virgo","19","9","","Sagittarius","0","11","","Leo","2","8",""
"2017-06-17","10","13","32","53","62","21","170","34.0","","Saturday","Capricorn","9","43","Waning","Uttara Bhadrapada","ഉത്രട്ടാതി","26","3","Gemini","3","6","","Pisces","11","3","","Taurus","29","5","","Aries","18","4","","Gemini","15","6","","Virgo","19","9","","Sagittarius","0","12","","Leo","2","8",""
"2017-06-14","5","22","43","57","63","24","190","38.0","","Wednesday","Capricorn","6","74","Waning","Dhanishta","അവിട്ടം","23","3","Gemini","0","6","","Aquarius","2","2","","Taurus","22","5","","Aries","15","4","","Gemini","13","6","","Virgo","19","9","","Sagittarius","0","12","","Leo","2","8",""
"2017-06-10","20","26","32","38","58","3","174","34.8","$447,800,000","Saturday","Capricorn","1","98","Waning","Purva Ashadha","പൂരാടം","20","1","Taurus","26","5","","Sagittarius","14","12","","Taurus","14","5","","Aries","11","4","","Gemini","10","6","","Virgo","19","9","","Sagittarius","1","12","","Leo","2","8",""
"2017-06-07","5","21","57","66","69","13","218","43.6","","Wednesday","Sagittarius","28","98","Waxing","Anuradha","അനിഴം","17","2","Taurus","23","6","","Scorpio","8","12","DEBILITATED","Taurus","8","6","","Aries","8","5","","Gemini","8","7","","Virgo","19","10","","Sagittarius","1","1","","Leo","3","9",""
"2017-06-03","3","9","21","41","54","25","128","25.6","","Saturday","Sagittarius","24","75","Waxing","Hasta","അത്തം","13","3","Taurus","20","6","","Virgo","20","10","","Taurus","1","6","","Aries","4","5","","Gemini","6","7","","Virgo","19","10","","Sagittarius","1","1","","Leo","3","9",""
"2017-05-31","4","33","39","46","60","6","182","36.4","","Wednesday","Sagittarius","21","46","Waxing","Magha","മകം","10","4","Taurus","17","6","","Leo","12","9","","Aries","26","5","","Aries","1","5","","Gemini","4","7","","Virgo","19","10","","Sagittarius","1","1","","Leo","3","9",""
"2017-05-27","5","10","28","55","67","9","165","33.0","","Saturday","Sagittarius","17","8","Waxing","Ardra","തിരുവാതിര","6","3","Taurus","13","6","","Gemini","16","7","","Aries","20","5","","Pisces","27","4","EXALTED","Gemini","1","7","","Virgo","19","10","","Sagittarius","2","1","","Leo","4","9",""
"2017-05-24","28","32","33","38","62","15","193","38.6","","Wednesday","Sagittarius","14","1","Waning","Krittika","കാർത്തിക","3","2","Taurus","10","6","","Taurus","0","6","EXALTED","Aries","16","5","","Pisces","25","4","EXALTED","Taurus","29","6","","Virgo","19","10","","Sagittarius","2","1","","Leo","4","9",""
"2017-05-20","5","22","45","47","54","3","173","34.6","","Saturday","Sagittarius","10","28","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","4","Taurus","6","6","","Pisces","2","4","","Aries","11","5","","Pisces","21","4","EXALTED","Taurus","26","6","","Virgo","20","10","","Sagittarius","2","1","","Leo","5","9",""
"2017-05-17","4","11","39","45","48","9","147","29.4","","Wednesday","Sagittarius","8","59","Waning","Shravana","തിരുവോണം","22","4","Taurus","3","6","","Capricorn","23","2","","Aries","8","5","","Pisces","19","4","EXALTED","Taurus","24","6","","Virgo","20","10","","Sagittarius","2","1","","Leo","5","9",""
"2017-05-13","17","20","32","63","68","19","200","40.0","","Saturday","Sagittarius","4","91","Waning","Mula","മൂലം","19","2","Aries","29","5","EXALTED","Sagittarius","5","1","","Aries","4","5","","Pisces","15","4","EXALTED","Taurus","21","6","","Virgo","20","10","","Sagittarius","3","1","","Leo","5","9",""
"2017-05-10","29","31","46","56","62","8","224","44.8","","Wednesday","Sagittarius","1","100","Waning","Vishakha","വിശാഖം","16","3","Aries","27","5","EXALTED","Libra","29","11","","Aries","2","5","","Pisces","13","4","EXALTED","Taurus","19","6","","Virgo","20","10","","Sagittarius","3","1","","Leo","6","9",""
"2017-05-06","11","21","31","41","59","21","163","32.6","","Saturday","Scorpio","28","87","Waxing","Hasta","അത്തം","13","1","Aries","23","6","EXALTED","Virgo","10","11","","Aries","1","6","","Pisces","11","5","EXALTED","Taurus","17","7","","Virgo","21","11","","Sagittarius","3","2","","Leo","6","10",""
"2017-05-03","17","18","49","59","66","9","209","41.8","","Wednesday","Scorpio","25","61","Waxing","Magha","മകം","10","1","Aries","20","6","EXALTED","Leo","2","10","","Aries","0","6","","Pisces","9","5","EXALTED","Taurus","15","7","","Virgo","21","11","","Sagittarius","3","2","","Leo","6","10",""
"2017-04-29","22","23","24","45","62","5","176","35.2","","Saturday","Scorpio","22","19","Waxing","Mrigashira","മകയിരം","5","4","Aries","16","6","EXALTED","Gemini","7","8","","Aries","1","6","","Pisces","7","5","EXALTED","Taurus","12","7","","Virgo","21","11","","Sagittarius","3","2","","Leo","7","10",""
