"Date","White Ball 1","White Ball 2","White Ball 3","White Ball 4","White Ball 5","Powerball","White Ball Sum","White Ball Mean","Jackpot (Annuity)","Day Of Week","Ascendant Sign","Ascendant Deg","Moon Illum %","Moon Phase","Moon Nakshatra","Moon Nakshatra (ML)","Nakshatra No","Pada","Sun Sign","Sun Deg","Sun House","Sun Dignity","Moon Sign","Moon Deg","Moon House","Moon Dignity","Mercury Sign","Mercury Deg","Mercury House","Mercury Dignity","Venus Sign","Venus Deg","Venus House","Venus Dignity","Mars Sign","Mars Deg","Mars House","Mars Dignity","Jupiter Sign","Jupiter Deg","Jupiter House","Jupiter Dignity","Saturn Sign","Saturn Deg","Saturn House","Saturn Dignity","Rahu Sign","Rahu Deg","Rahu House","Rahu Dignity"
"2024-09-02","8","42","46","48","53","22","197","39.4","","Monday","Aries","22","0","Waxing","Purva Phalguni","പൂരം","11","2","Leo","17","5","","Leo","17","5","","Cancer","29","4","","Virgo","11","6","DEBILITATED","Gemini","5","3","","Taurus","25","2","","Aquarius","22","11","","Pisces","12","12",""
"2024-08-31","4","34","35","38","69","19","180","36.0","","Saturday","Aries","19","4","Waning","Ashlesha","ആയില്യം","9","2","Leo","15","5","","Cancer","23","4","","Cancer","28","4","","Virgo","9","6","DEBILITATED","Gemini","4","3","","Taurus","25","2","","Aquarius","22","11","","Pisces","13","12",""
"2024-08-28","5","33","47","50","64","20","199","39.8","","Wednesday","Aries","16","23","Waning","Ardra","തിരുവാതിര","6","3","Leo","12","5","","Gemini","16","3","","Cancer","27","4","","Virgo","5","6","DEBILITATED","Gemini","2","3","","Taurus","24","2","","Aquarius","23","11","","Pisces","13","12",""
"2024-08-26","2","4","23","68","69","15","166","33.2","","Monday","Aries","13","42","Waning","Rohini","രോഹിണി","4","3","Leo","10","5","","Taurus","19","2","EXALTED","Cancer","27","4","","Virgo","3","6","DEBILITATED","Gemini","0","3","","Taurus","24","2","","Aquarius","23","11","","Pisces","13","12",""
"2024-08-24","5","15","21","24","43","17","108","21.6","","Saturday","Aries","11","64","Waning","Bharani","ഭരണി","2","3","Leo","8","5","","Aries","22","1","","Cancer","28","4","","Virgo","0","6","DEBILITATED","Taurus","29","2","","Taurus","24","2","","Aquarius","23","11","","Pisces","13","12",""
"2024-08-21","27","31","33","38","67","3","196","39.2","","Wednesday","Aries","7","92","Waning","Uttara Bhadrapada","ഉത്രട്ടാതി","26","2","Leo","5","5","","Pisces","8","12","","Leo","0","4","","Leo","27","5","","Taurus","27","2","","Taurus","24","2","","Aquarius","23","11","","Pisces","13","12",""
"2024-08-19","1","2","15","23","28","10","69","13.8","$44,300,000","Monday","Aries","4","100","Waning","Shatabhisha","ചതയം","24","1","Leo","3","5","","Aquarius","8","11","","Leo","2","5","","Leo","24","5","","Taurus","26","2","","Taurus","23","2","","Aquarius","23","11","","Pisces","13","12",""
"2024-08-17","12","31","43","45","46","22","177","35.4","","Saturday","Aries","1","96","Waxing","Uttara Ashadha","ഉത്രാടം","21","4","Leo","1","5","","Capricorn","9","10","","Leo","3","5","","Leo","22","5","","Taurus","25","2","","Taurus","23","2","","Aquarius","23","11","","Pisces","13","12",""
"2024-08-14","8","9","23","29","62","13","131","26.2","","Wednesday","Pisces","27","74","Waxing","Jyeshtha","തൃക്കേട്ട","18","4","Cancer","29","5","","Scorpio","28","9","DEBILITATED","Leo","6","6","","Leo","18","6","","Taurus","23","3","","Taurus","23","3","","Aquarius","24","12","","Pisces","13","1",""
"2024-08-12","9","22","57","67","68","14","223","44.6","$213,800,000","Monday","Pisces","24","55","Waxing","Vishakha","വിശാഖം","16","4","Cancer","27","5","","Scorpio","2","9","DEBILITATED","Leo","7","6","","Leo","16","6","","Taurus","21","3","","Taurus","22","3","","Aquarius","24","12","","Pisces","14","1",""
"2024-08-10","9","24","33","64","69","9","199","39.8","","Saturday","Pisces","21","36","Waxing","Swati","ചോതി","15","1","Cancer","25","5","","Libra","8","8","","Leo","8","6","","Leo","13","6","","Taurus","20","3","","Taurus","22","3","","Aquarius","24","12","","Pisces","13","1",""
"2024-08-07","6","19","35","47","57","9","164","32.8","","Wednesday","Pisces","17","12","Waxing","Uttara Phalguni","ഉത്രം","12","2","Cancer","22","5","","Virgo","3","7","","Leo","10","6","","Leo","10","6","","Taurus","18","3","","Taurus","21","3","","Aquarius","24","12","","Pisces","13","1",""
"2024-08-05","29","42","44","51","54","12","220","44.0","","Monday","Pisces","14","3","Waxing","Magha","മകം","10","3","Cancer","20","5","","Leo","9","6","","Leo","10","6","","Leo","7","6","","Taurus","17","3","","Taurus","21","3","","Aquarius","24","12","","Pisces","14","1",""
"2024-08-03","13","33","40","60","61","20","207","41.4","","Saturday","Pisces","11","0","Waning","Pushya","പൂയ്യം","8","4","Cancer","18","5","","Cancer","14","5","","Leo","10","6","","Leo","5","6","","Taurus","16","3","","Taurus","21","3","","Aquarius","24","12","","Pisces","14","1",""
"2024-07-31","23","34","37","50","58","7","202","40.4","","Wednesday","Pisces","7","12","Waning","Mrigashira","മകയിരം","5","4","Cancer","15","5","","Gemini","6","4","","Leo","9","6","","Leo","1","6","","Taurus","14","3","","Taurus","20","3","","Aquarius","24","12","","Pisces","14","1",""
"2024-07-29","11","27","30","33","44","16","145","29.0","","Monday","Pisces","4","28","Waning","Krittika","കാർത്തിക","3","4","Cancer","13","5","","Taurus","9","3","EXALTED","Leo","8","6","","Cancer","28","5","","Taurus","12","3","","Taurus","20","3","","Aquarius","24","12","","Pisces","15","1",""
"2024-07-27","3","31","37","40","64","17","175","35.0","","Saturday","Pisces","1","50","Waning","Ashwini","അശ്വതി","1","4","Cancer","11","5","","Aries","11","2","","Leo","7","6","","Cancer","26","5","","Taurus","11","3","","Taurus","19","3","","Aquarius","25","12","","Pisces","15","1",""
"2024-07-24","16","42","59","63","68","13","248","49.6","","Wednesday","Aquarius","27","82","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","3","Cancer","8","6","","Aquarius","29","1","","Leo","5","7","","Cancer","22","6","","Taurus","9","4","","Taurus","19","4","","Aquarius","25","1","","Pisces","15","2",""
"2024-07-22","31","36","56","58","69","20","250","50.0","","Monday","Aquarius","24","96","Waning","Dhanishta","അവിട്ടം","23","2","Cancer","7","6","","Capricorn","29","12","","Leo","3","7","","Cancer","20","6","","Taurus","7","4","","Taurus","19","4","","Aquarius","25","1","","Pisces","15","2",""
"2024-07-20","18","25","31","40","57","4","171","34.2","","Saturday","Aquarius","21","100","Waxing","Uttara Ashadha","ഉത്രാടം","21","2","Cancer","5","6","","Capricorn","1","12","","Leo","2","7","","Cancer","17","6","","Taurus","6","4","","Taurus","18","4","","Aquarius","25","1","","Pisces","15","2",""
"2024-07-17","24","27","32","47","66","26","196","39.2","","Wednesday","Aquarius","17","87","Waxing","Jyeshtha","തൃക്കേട്ട","18","1","Cancer","2","6","","Scorpio","20","10","DEBILITATED","Cancer","28","6","","Cancer","14","6","","Taurus","4","4","","Taurus","18","4","","Aquarius","25","1","","Pisces","16","2",""
"2024-07-15","9","31","39","40","45","23","164","32.8","","Monday","Aquarius","14","71","Waxing","Vishakha","വിശാഖം","16","2","Cancer","0","5","","Libra","24","9","","Cancer","26","6","","Cancer","11","6","","Taurus","3","4","","Taurus","17","4","","Aquarius","25","1","","Pisces","16","2",""
"2024-07-13","9","55","59","66","69","21","258","51.6","","Saturday","Aquarius","12","52","Waxing","Chitra","ചിത്തിര","14","2","Gemini","28","5","","Libra","0","8","","Cancer","23","6","","Cancer","9","6","","Taurus","1","4","","Taurus","17","4","","Aquarius","25","1","","Pisces","16","2",""
"2024-07-10","7","11","12","27","46","26","103","20.6","","Wednesday","Aquarius","8","25","Waxing","Purva Phalguni","പൂരം","11","4","Gemini","25","5","","Leo","24","7","","Cancer","19","6","","Cancer","5","6","","Aries","29","3","","Taurus","16","4","","Aquarius","25","1","","Pisces","16","2",""
"2024-07-08","20","22","31","33","45","1","151","30.2","","Monday","Aquarius","5","10","Waxing","Magha","മകം","10","1","Gemini","23","5","","Leo","0","7","","Cancer","16","6","","Cancer","3","6","","Aries","28","3","","Taurus","16","4","","Aquarius","25","1","","Pisces","16","2",""
"2024-07-06","5","32","35","39","49","21","160","32.0","","Saturday","Aquarius","2","2","Waxing","Pushya","പൂയ്യം","8","1","Gemini","21","5","","Cancer","5","6","","Cancer","13","6","","Cancer","0","6","","Aries","26","3","","Taurus","15","4","","Aquarius","25","1","","Pisces","16","2",""
"2024-07-03","2","26","33","55","57","22","173","34.6","$139,300,000","Wednesday","Capricorn","28","4","Waning","Mrigashira","മകയിരം","5","1","Gemini","18","6","","Taurus","26","5","EXALTED","Cancer","9","7","","Gemini","27","6","","Aries","24","4","","Taurus","15","5","","Aquarius","25","2","","Pisces","17","3",""
"2024-07-01","5","9","32","39","55","9","140","28.0","","Monday","Capricorn","26","17","Waning","Krittika","കാർത്തിക","3","1","Gemini","17","6","","Aries","28","4","","Cancer","5","7","","Gemini","24","6","","Aries","23","4","","Taurus","14","5","","Aquarius","25","2","","Pisces","17","3",""
"2024-06-29","26","51","54","61","69","25","261","52.2","","Saturday","Capricorn","23","36","Waning","Ashwini","അശ്വതി","1","1","Gemini","15","6","","Aries","1","4","","Cancer","2","7","","Gemini","22","6","","Aries","21","4","","Taurus","14","5","","Aquarius","25","2","","Pisces","17","3",""
"2024-06-26","4","9","36","47","56","7","152","30.4","","Wednesday","Capricorn","20","70","Waning","Shatabhisha","ചതയം","24","4","Gemini","12","6","","Aquarius","18","2","","Gemini","26","6","","Gemini","18","6","","Aries","19","4","","Taurus","13","5","","Aquarius","25","2","","Pisces","17","3",""
"2024-06-24","5","6","36","53","69","8","169","33.8","","Monday","Capricorn","17","88","Waning","Shravana","തിരുവോണം","22","3","Gemini","10","6","","Capricorn","20","1","","Gemini","22","6","","Gemini","15","6","","Aries","18","4","","Taurus","13","5","","Aquarius","25","2","","Pisces","17","3",""
"2024-06-22","4","5","15","32","62","21","118","23.6","","Saturday","Capricorn","15","98","Waning","Purva Ashadha","പൂരാടം","20","3","Gemini","8","6","","Sagittarius","22","12","","Gemini","18","6","","Gemini","13","6","","Aries","16","4","","Taurus","12","5","","Aquarius","25","2","","Pisces","18","3",""
"2024-06-19","4","27","44","50","64","7","189","37.8","","Wednesday","Capricorn","11","96","Waxing","Anuradha","അനിഴം","17","3","Gemini","5","6","","Scorpio","11","11","DEBILITATED","Gemini","12","6","","Gemini","9","6","","Aries","14","4","","Taurus","12","5","","Aquarius","25","2","","Pisces","18","3",""
"2024-06-17","30","48","53","58","66","9","255","51.0","","Monday","Capricorn","9","84","Waxing","Swati","ചോതി","15","3","Gemini","3","6","","Libra","16","10","","Gemini","7","6","","Gemini","7","6","","Aries","12","4","","Taurus","11","5","","Aquarius","25","2","","Pisces","19","3",""
"2024-06-15","4","36","48","54","56","2","198","39.6","","Saturday","Capricorn","7","68","Waxing","Hasta","അത്തം","13","4","Gemini","1","6","","Virgo","22","9","","Gemini","3","6","","Gemini","4","6","","Aries","11","4","","Taurus","11","5","","Aquarius","25","2","","Pisces","19","3",""
"2024-06-12","19","30","31","61","62","21","203","40.6","","Wednesday","Capricorn","4","40","Waxing","Purva Phalguni","പൂരം","11","1","Taurus","28","5","","Leo","16","8","","Taurus","26","5","","Gemini","1","6","","Aries","9","4","","Taurus","10","5","","Aquarius","25","2","","Pisces","19","3",""
"2024-06-10","3","10","33","58","59","9","163","32.6","$222,600,000","Monday","Capricorn","1","22","Waxing","Ashlesha","ആയില്യം","9","2","Taurus","26","5","","Cancer","22","7","","Taurus","22","5","","Taurus","28","5","","Aries","7","4","","Taurus","10","5","","Aquarius","25","2","","Pisces","19","3",""
"2024-06-08","8","38","52","54","64","15","216","43.2","","Saturday","Sagittarius","29","8","Waxing","Punarvasu","പുണർതം","7","3","Taurus","25","6","","Gemini","27","7","","Taurus","18","6","","Taurus","26","6","","Aries","6","5","","Taurus","9","6","","Aquarius","25","3","","Pisces","19","4",""
"2024-06-05","8","44","45","51","69","12","217","43.4","","Wednesday","Sagittarius","26","0","Waning","Rohini","രോഹിണി","4","2","Taurus","22","6","","Taurus","17","6","EXALTED","Taurus","11","6","","Taurus","22","6","","Aries","4","5","","Taurus","8","6","","Aquarius","25","3","","Pisces","20","4",""
"2024-06-03","19","29","35","36","45","16","164","32.8","","Monday","Sagittarius","24","7","Waning","Bharani","ഭരണി","2","2","Taurus","20","6","","Aries","18","5","","Taurus","7","6","","Taurus","20","6","","Aries","2","5","","Taurus","8","6","","Aquarius","25","3","","Pisces","20","4",""
"2024-06-01","28","38","52","54","68","8","240","48.0","","Saturday","Sagittarius","22","24","Waning","Revati","രേവതി","27","1","Taurus","18","6","","Pisces","20","4","","Taurus","3","6","","Taurus","17","6","","Aries","1","5","","Taurus","7","6","","Aquarius","25","3","","Pisces","20","4",""
"2024-05-29","17","34","56","60","61","9","228","45.6","","Wednesday","Sagittarius","19","57","Waning","Shatabhisha","ചതയം","24","1","Taurus","15","6","","Aquarius","7","3","","Aries","28","5","","Taurus","14","6","","Pisces","28","4","","Taurus","7","6","","Aquarius","24","3","","Pisces","20","4",""
"2024-05-27","9","30","39","49","59","21","186","37.2","","Monday","Sagittarius","17","78","Waning","Uttara Ashadha","ഉത്രാടം","21","4","Taurus","13","6","","Capricorn","9","2","","Aries","24","5","","Taurus","11","6","","Pisces","27","4","","Taurus","6","6","","Aquarius","24","3","","Pisces","20","4",""
"2024-05-25","6","33","35","36","64","24","174","34.8","","Saturday","Sagittarius","15","93","Waning","Mula","മൂലം","19","4","Taurus","11","6","","Sagittarius","12","1","","Aries","21","5","","Taurus","9","6","","Pisces","25","4","","Taurus","6","6","","Aquarius","24","3","","Pisces","20","4",""
"2024-05-22","5","16","18","26","67","4","132","26.4","","Wednesday","Sagittarius","13","100","Waxing","Vishakha","വിശാഖം","16","4","Taurus","8","6","","Scorpio","3","12","DEBILITATED","Aries","16","5","","Taurus","5","6","","Pisces","23","4","","Taurus","5","6","","Aquarius","24","3","","Pisces","21","4",""
"2024-05-20","1","7","48","64","68","5","188","37.6","","Monday","Sagittarius","11","94","Waxing","Swati","ചോതി","15","1","Taurus","6","6","","Libra","8","11","","Aries","13","5","","Taurus","2","6","","Pisces","21","4","","Taurus","5","6","","Aquarius","24","3","","Pisces","21","4",""
"2024-05-18","19","36","37","42","59","19","193","38.6","","Saturday","Sagittarius","9","82","Waxing","Hasta","അത്തം","13","2","Taurus","4","6","","Virgo","14","10","","Aries","10","5","","Taurus","0","5","","Pisces","20","4","","Taurus","4","6","","Aquarius","24","3","","Pisces","21","4",""
"2024-05-15","19","42","45","55","69","6","230","46.0","","Wednesday","Sagittarius","6","56","Waxing","Magha","മകം","10","3","Taurus","2","6","","Leo","9","9","","Aries","6","5","","Aries","26","5","","Pisces","18","4","","Taurus","3","6","","Aquarius","24","3","","Pisces","21","4",""
"2024-05-13","5","14","29","38","66","1","152","30.4","","Monday","Sagittarius","4","37","Waxing","Pushya","പൂയ്യം","8","4","Taurus","0","5","","Cancer","14","8","","Aries","4","5","","Aries","24","5","","Pisces","16","4","","Taurus","3","6","","Aquarius","23","3","","Pisces","21","4",""
"2024-05-11","3","6","39","49","67","21","164","32.8","","Saturday","Sagittarius","2","19","Waxing","Ardra","തിരുവാതിര","6","4","Aries","28","5","EXALTED","Gemini","19","7","","Aries","2","5","","Aries","21","5","","Pisces","15","4","","Taurus","3","6","","Aquarius","23","3","","Pisces","21","4",""
"2024-05-08","7","41","43","44","51","5","186","37.2","","Wednesday","Sagittarius","0","1","Waxing","Krittika","കാർത്തിക","3","4","Aries","25","6","EXALTED","Taurus","8","7","EXALTED","Pisces","29","5","DEBILITATED","Aries","18","6","","Pisces","12","5","","Taurus","2","7","","Aquarius","23","4","","Pisces","21","5",""
"2024-05-06","7","23","24","56","60","25","170","34.0","$214,900,000","Monday","Scorpio","28","1","Waning","Ashwini","അശ്വതി","1","3","Aries","23","6","EXALTED","Aries","9","6","","Pisces","27","5","DEBILITATED","Aries","15","6","","Pisces","11","5","","Taurus","1","7","","Aquarius","23","4","","Pisces","21","5",""
"2024-05-04","14","20","23","53","69","4","179","35.8","","Saturday","Scorpio","26","12","Waning","Uttara Bhadrapada","ഉത്രട്ടാതി","26","2","Aries","21","6","EXALTED","Pisces","10","5","","Pisces","25","5","DEBILITATED","Aries","13","6","","Pisces","9","5","","Taurus","1","7","","Aquarius","23","4","","Pisces","21","5",""
"2024-05-01","1","11","19","21","68","15","120","24.0","","Wednesday","Scorpio","24","43","Waning","Dhanishta","അവിട്ടം","23","1","Aries","18","6","EXALTED","Capricorn","26","3","","Pisces","24","5","DEBILITATED","Aries","9","6","","Pisces","7","5","","Taurus","0","7","","Aquarius","23","4","","Pisces","21","5",""
"2024-04-29","11","38","47","67","69","14","232","46.4","","Monday","Scorpio","22","65","Waning","Uttara Ashadha","ഉത്രാടം","21","1","Aries","16","6","EXALTED","Sagittarius","29","2","","Pisces","23","5","DEBILITATED","Aries","7","6","","Pisces","5","5","","Taurus","0","6","","Aquarius","22","4","","Pisces","21","5",""
"2024-04-27","9","30","53","55","62","23","209","41.8","","Saturday","Scorpio","20","83","Waning","Mula","മൂലം","19","1","Aries","14","6","EXALTED","Sagittarius","2","2","","Pisces","22","5","DEBILITATED","Aries","4","6","","Pisces","4","5","","Aries","29","6","","Aquarius","22","4","","Pisces","21","5",""
"2024-04-24","2","20","22","26","47","21","117","23.4","","Wednesday","Scorpio","18","99","Waning","Vishakha","വിശാഖം","16","2","Aries","11","6","EXALTED","Libra","24","12","","Pisces","22","5","DEBILITATED","Aries","0","6","","Pisces","2","5","","Aries","29","6","","Aquarius","22","4","","Pisces","21","5",""
"2024-04-22","12","16","33","39","52","1","152","30.4","","Monday","Scorpio","16","99","Waxing","Chitra","ചിത്തിര","14","2","Aries","9","6","EXALTED","Libra","0","11","","Pisces","22","5","DEBILITATED","Pisces","28","5","EXALTED","Pisces","0","4","","Aries","28","6","","Aquarius","22","4","","Pisces","21","5",""
"2024-04-20","4","35","41","44","58","25","182","36.4","","Saturday","Scorpio","14","93","Waxing","Uttara Phalguni","ഉത്രം","12","3","Aries","7","6","EXALTED","Virgo","6","11","","Pisces","23","5","DEBILITATED","Pisces","26","5","EXALTED","Aquarius","28","4","","Aries","28","6","","Aquarius","22","4","","Pisces","21","5",""
"2024-04-17","24","29","44","47","54","2","198","39.6","","Wednesday","Scorpio","12","72","Waxing","Magha","മകം","10","1","Aries","4","6","EXALTED","Leo","0","10","","Pisces","24","5","DEBILITATED","Pisces","22","5","EXALTED","Aquarius","26","4","","Aries","27","6","","Aquarius","21","4","","Pisces","21","5",""
"2024-04-15","7","16","41","56","61","23","181","36.2","","Monday","Scorpio","10","53","Waxing","Pushya","പൂയ്യം","8","1","Aries","2","6","EXALTED","Cancer","6","9","","Pisces","25","5","DEBILITATED","Pisces","19","5","EXALTED","Aquarius","25","4","","Aries","27","6","","Aquarius","21","4","","Pisces","21","5",""
"2024-04-13","7","33","40","43","69","10","192","38.4","","Saturday","Scorpio","9","33","Waxing","Ardra","തിരുവാതിര","6","2","Aries","0","6","EXALTED","Gemini","11","8","","Pisces","27","5","DEBILITATED","Pisces","17","5","EXALTED","Aquarius","23","4","","Aries","26","6","","Aquarius","21","4","","Pisces","21","5",""
"2024-04-10","6","7","12","24","36","15","85","17.0","","Wednesday","Scorpio","6","8","Waxing","Krittika","കാർത്തിക","3","1","Pisces","28","5","","Taurus","0","6","EXALTED","Pisces","29","5","DEBILITATED","Pisces","13","5","EXALTED","Aquarius","21","4","","Aries","25","6","","Aquarius","21","4","","Pisces","21","5",""
"2024-04-08","6","21","23","39","54","23","143","28.6","","Monday","Scorpio","4","0","Waxing","Ashwini","അശ്വതി","1","1","Pisces","26","5","","Aries","1","6","","Aries","0","6","","Pisces","11","5","EXALTED","Aquarius","19","4","","Aries","25","6","","Aquarius","20","4","","Pisces","21","5",""
"2024-04-06","22","27","44","52","69","9","214","42.8","$1,325,900,000","Saturday","Scorpio","3","4","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","4","Pisces","24","5","","Pisces","1","5","","Aries","2","6","","Pisces","8","5","EXALTED","Aquarius","18","4","","Aries","24","6","","Aquarius","20","4","","Pisces","21","5",""
"2024-04-03","11","38","41","62","65","15","217","43.4","","Wednesday","Scorpio","0","28","Waning","Shravana","തിരുവോണം","22","2","Pisces","21","5","","Capricorn","16","3","","Aries","3","6","","Pisces","5","5","EXALTED","Aquarius","15","4","","Aries","24","6","","Aquarius","20","4","","Pisces","21","5",""
"2024-04-01","19","24","40","42","56","23","181","36.2","","Monday","Libra","29","50","Waning","Purva Ashadha","പൂരാടം","20","2","Pisces","19","6","","Sagittarius","19","3","","Aries","3","7","","Pisces","2","6","EXALTED","Aquarius","14","5","","Aries","23","7","","Aquarius","20","5","","Pisces","21","6",""
"2024-03-30","12","13","33","50","52","23","160","32.0","","Saturday","Libra","27","71","Waning","Jyeshtha","തൃക്കേട്ട","18","2","Pisces","17","6","","Scorpio","22","2","DEBILITATED","Aries","3","7","","Pisces","0","5","EXALTED","Aquarius","12","5","","Aries","23","7","","Aquarius","19","5","","Pisces","21","6",""
"2024-03-27","37","46","57","60","66","8","266","53.2","","Wednesday","Libra","24","93","Waning","Swati","ചോതി","15","3","Pisces","14","6","","Libra","15","1","","Aries","2","7","","Aquarius","26","5","","Aquarius","10","5","","Aries","22","7","","Aquarius","19","5","","Pisces","21","6",""
"2024-03-25","7","11","19","53","68","23","158","31.6","","Monday","Libra","23","99","Waning","Hasta","അത്തം","13","4","Pisces","12","6","","Virgo","21","12","","Aries","0","7","","Aquarius","23","5","","Aquarius","8","5","","Aries","22","7","","Aquarius","19","5","","Pisces","21","6",""
"2024-03-23","6","23","25","34","51","3","139","27.8","","Saturday","Libra","21","99","Waxing","Uttara Phalguni","ഉത്രം","12","1","Pisces","10","6","","Leo","27","11","","Pisces","28","6","DEBILITATED","Aquarius","21","5","","Aquarius","7","5","","Aries","22","7","","Aquarius","19","5","","Pisces","21","6",""
"2024-03-20","13","22","27","54","66","9","182","36.4","","Wednesday","Libra","19","85","Waxing","Ashlesha","ആയില്യം","9","2","Pisces","7","6","","Cancer","22","10","","Pisces","25","6","DEBILITATED","Aquarius","17","5","","Aquarius","4","5","","Aries","21","7","","Aquarius","18","5","","Pisces","21","6",""
"2024-03-18","10","17","20","39","44","16","130","26.0","","Monday","Libra","17","69","Waxing","Punarvasu","പുണർതം","7","3","Pisces","5","6","","Gemini","27","9","","Pisces","22","6","DEBILITATED","Aquarius","15","5","","Aquarius","3","5","","Aries","20","7","","Aquarius","18","5","","Pisces","22","6",""
"2024-03-16","12","23","44","57","61","5","197","39.4","","Saturday","Libra","15","50","Waxing","Mrigashira","മകയിരം","5","3","Pisces","3","6","","Gemini","2","9","","Pisces","19","6","DEBILITATED","Aquarius","12","5","","Aquarius","1","5","","Aries","20","7","","Aquarius","18","5","","Pisces","22","6",""
"2024-03-13","21","29","54","59","62","4","225","45.0","","Wednesday","Libra","13","19","Waxing","Bharani","ഭരണി","2","3","Pisces","0","5","","Aries","22","7","","Pisces","13","6","DEBILITATED","Aquarius","9","5","","Capricorn","29","4","EXALTED","Aries","20","7","","Aquarius","17","5","","Pisces","22","6",""
"2024-03-11","1","3","7","16","66","5","93","18.6","","Monday","Libra","11","5","Waxing","Revati","രേവതി","27","2","Aquarius","28","5","","Pisces","23","6","","Pisces","10","6","DEBILITATED","Aquarius","6","5","","Capricorn","27","4","EXALTED","Aries","19","7","","Aquarius","17","5","","Pisces","22","6",""
"2024-03-09","30","36","49","52","63","16","230","46.0","","Saturday","Libra","22","0","Waning","Purva Bhadrapada","പൂരുരുട്ടാതി","25","1","Aquarius","26","5","","Aquarius","23","5","","Pisces","6","6","DEBILITATED","Aquarius","4","5","","Capricorn","26","4","EXALTED","Aries","19","7","","Aquarius","17","5","","Pisces","22","6",""
"2024-03-06","6","19","28","44","60","10","157","31.4","","Wednesday","Libra","20","15","Waning","Uttara Ashadha","ഉത്രാടം","21","4","Aquarius","23","5","","Capricorn","8","4","","Pisces","0","5","DEBILITATED","Aquarius","0","4","","Capricorn","24","4","EXALTED","Aries","18","7","","Aquarius","16","5","","Pisces","22","6",""
"2024-03-04","36","42","50","52","67","26","247","49.4","","Monday","Libra","18","34","Waning","Mula","മൂലം","19","3","Aquarius","21","5","","Sagittarius","10","3","","Aquarius","26","5","","Capricorn","27","4","","Capricorn","22","4","EXALTED","Aries","18","7","","Aquarius","16","5","","Pisces","22","6",""
"2024-03-02","3","18","27","36","53","12","137","27.4","","Saturday","Libra","16","55","Waning","Anuradha","അനിഴം","17","3","Aquarius","19","5","","Scorpio","13","2","DEBILITATED","Aquarius","22","5","","Capricorn","25","4","","Capricorn","20","4","EXALTED","Aries","17","7","","Aquarius","16","5","","Pisces","22","6",""
"2024-02-28","16","26","29","38","50","6","159","31.8","","Wednesday","Libra","14","82","Waning","Chitra","ചിത്തിര","14","4","Aquarius","16","5","","Libra","6","1","","Aquarius","17","5","","Capricorn","21","4","","Capricorn","18","4","EXALTED","Aries","17","7","","Aquarius","16","5","","Pisces","22","6",""
"2024-02-26","24","29","42","51","54","16","200","40.0","","Monday","Libra","12","94","Waning","Hasta","അത്തം","13","1","Aquarius","14","5","","Virgo","12","12","","Aquarius","13","5","","Capricorn","19","4","","Capricorn","17","4","EXALTED","Aries","17","7","","Aquarius","15","5","","Pisces","22","6",""
"2024-02-24","3","8","40","53","58","3","162","32.4","","Saturday","Libra","10","100","Waning","Purva Phalguni","പൂരം","11","2","Aquarius","12","5","","Leo","19","11","","Aquarius","9","5","","Capricorn","16","4","","Capricorn","15","4","EXALTED","Aries","16","7","","Aquarius","15","5","","Pisces","22","6",""
"2024-02-21","4","27","33","41","42","14","147","29.4","","Wednesday","Libra","8","95","Waxing","Pushya","പൂയ്യം","8","3","Aquarius","9","5","","Cancer","13","10","","Aquarius","4","5","","Capricorn","13","4","","Capricorn","13","4","EXALTED","Aries","16","7","","Aquarius","15","5","","Pisces","22","6",""
"2024-02-19","4","23","45","50","53","17","175","35.0","","Monday","Libra","6","83","Waxing","Ardra","തിരുവാതിര","6","4","Aquarius","7","5","","Gemini","19","9","","Aquarius","0","5","","Capricorn","10","4","","Capricorn","11","4","EXALTED","Aries","16","7","","Aquarius","15","5","","Pisces","23","6",""
"2024-02-17","6","28","59","62","69","21","224","44.8","","Saturday","Libra","5","66","Waxing","Mrigashira","മകയിരം","5","1","Aquarius","5","5","","Taurus","23","8","EXALTED","Capricorn","27","4","","Capricorn","8","4","","Capricorn","10","4","EXALTED","Aries","15","7","","Aquarius","14","5","","Pisces","23","6",""
"2024-02-14","1","4","45","47","67","18","164","32.8","","Wednesday","Libra","2","34","Waxing","Bharani","ഭരണി","2","1","Aquarius","2","5","","Aries","13","7","","Capricorn","22","4","","Capricorn","4","4","","Capricorn","7","4","EXALTED","Aries","15","7","","Aquarius","14","5","","Pisces","23","6",""
"2024-02-12","17","36","43","53","67","14","216","43.2","","Monday","Libra","0","15","Waxing","Uttara Bhadrapada","ഉത്രട്ടാതി","26","4","Aquarius","0","4","","Pisces","15","6","","Capricorn","18","4","","Capricorn","1","4","","Capricorn","6","4","EXALTED","Aries","15","7","","Aquarius","14","5","","Pisces","23","6",""
"2024-02-10","27","28","34","37","44","8","170","34.0","","Saturday","Virgo","29","2","Waxing","Shatabhisha","ചതയം","24","3","Capricorn","28","5","","Aquarius","15","6","","Capricorn","15","5","","Sagittarius","29","4","","Capricorn","4","5","EXALTED","Aries","14","8","","Aquarius","13","6","","Pisces","23","7",""
